frame,x1,y1,x2,y2,expID
1040,908.0,493.0,921.0,532.0,1050
1220,286.0,479.0,316.0,525.0,1050
1170,1114.0,494.0,1144.0,524.0,1050
1500,261.0,480.0,276.0,523.0,1050
1640,981.0,496.0,1016.0,512.0,1050
1010,851.0,469.0,874.0,509.0,1050
1640,1049.0,466.0,1065.0,505.0,1050
1390,822.0,485.0,859.0,504.0,1050
1470,1008.0,481.0,1039.0,500.0,1050
1200,1201.0,476.0,1234.0,499.0,1050
1410,1047.0,464.0,1101.0,492.0,1050
1640,956.0,464.0,984.0,492.0,1050
1640,302.0,450.0,317.0,490.0,1050
1640,1134.0,467.0,1168.0,490.0,1050
1300,1193.0,447.0,1210.0,485.0,1050
1520,1428.0,451.0,1444.0,480.0,1050
530,643.0,429.0,665.0,478.0,1050
1640,1331.0,443.0,1347.0,467.0,1050
1360,891.0,449.0,936.0,465.0,1050
1590,281.0,421.0,297.0,463.0,1050
1640,1234.0,440.0,1265.0,463.0,1050
1620,1097.0,442.0,1132.0,461.0,1050
1640,983.0,432.0,1009.0,458.0,1050
1560,944.0,412.0,958.0,451.0,1050
1420,255.0,413.0,283.0,442.0,1050
1640,1350.0,399.0,1365.0,439.0,1050
1640,1035.0,413.0,1073.0,435.0,1050
1050,787.0,392.0,800.0,433.0,1050
1140,1416.0,383.0,1433.0,423.0,1050
1030,628.0,396.0,663.0,417.0,1050
1640,1170.0,402.0,1211.0,415.0,1050
1450,251.0,373.0,273.0,408.0,1050
1440,853.0,381.0,892.0,405.0,1050
1500,266.0,363.0,298.0,387.0,1050
1370,966.0,366.0,997.0,385.0,1050
1640,1136.0,353.0,1169.0,378.0,1050
1640,1364.0,348.0,1390.0,370.0,1050
920,840.0,338.0,872.0,359.0,1050
1640,907.0,286.0,933.0,319.0,1050
1120,814.0,285.0,836.0,319.0,1050
1280,829.0,296.0,867.0,312.0,1050
1580,1332.0,289.0,1372.0,308.0,1050
1640,1275.0,280.0,1304.0,302.0,1050
1640,973.0,257.0,994.0,297.0,1050
1410,994.0,271.0,1032.0,295.0,1050
1120,1092.0,272.0,1125.0,294.0,1050
1200,842.0,265.0,875.0,288.0,1050
False,745.0,238.0,767.0,284.0,1050
1180,869.0,251.0,894.0,282.0,1050
1210,1341.0,255.0,1380.0,275.0,1050
790,1328.0,231.0,1347.0,270.0,1050
-10,1490.0,228.0,1520.0,262.0,1050
1580,1024.0,213.0,1050.0,239.0,1050
1160,874.0,219.0,910.0,233.0,1050
1070,817.0,208.0,858.0,225.0,1050
1470,936.0,211.0,961.0,222.0,1050
1010,1431.0,184.0,1463.0,214.0,1050
100,1455.0,177.0,1483.0,207.0,1050
10,746.0,183.0,781.0,207.0,1050
1640,1117.0,194.0,1156.0,207.0,1050
1100,897.0,163.0,927.0,195.0,1050
1110,987.0,148.0,1039.0,186.0,1050
240,1433.0,167.0,1466.0,184.0,1050
10,1354.0,151.0,1385.0,173.0,1050
False,847.0,149.0,891.0,169.0,1050
1560,1317.0,143.0,1366.0,159.0,1050
530,1386.0,122.0,1401.0,150.0,1050
140,1346.0,115.0,1381.0,139.0,1050
False,818.0,101.0,839.0,133.0,1050
1640,850.0,115.0,893.0,130.0,1050
1640,922.0,102.0,956.0,127.0,1050
1260,1089.0,103.0,1130.0,116.0,1050
830,948.0,69.0,964.0,112.0,1050
140,1255.0,57.0,1292.0,87.0,1050
540,1183.0,56.0,1217.0,84.0,1050
660,928.0,47.0,967.0,72.0,1050
1000,983.0,49.0,1023.0,69.0,1050
20,660.0,31.0,689.0,63.0,1050
660,877.0,28.0,904.0,47.0,1050
