frame,x1,y1,x2,y2,expID
1940,1037.0,520.0,1063.0,545.0,1053
1520,1441.0,498.0,1458.0,540.0,1053
1940,1402.0,486.0,1417.0,537.0,1053
1320,1121.0,517.0,1144.0,536.0,1053
1920,1088.0,516.0,1125.0,531.0,1053
1940,1383.0,497.0,1406.0,528.0,1053
1910,937.0,495.0,958.0,527.0,1053
1940,1200.0,505.0,1234.0,526.0,1053
1940,1122.0,499.0,1138.0,522.0,1053
1940,1345.0,488.0,1362.0,521.0,1053
1940,1111.0,493.0,1127.0,520.0,1053
1920,979.0,496.0,1000.0,519.0,1053
1920,995.0,488.0,1011.0,517.0,1053
1940,1371.0,482.0,1394.0,515.0,1053
1320,1406.0,496.0,1448.0,510.0,1053
1930,1227.0,492.0,1258.0,510.0,1053
1940,1361.0,473.0,1372.0,506.0,1053
1930,1041.0,482.0,1068.0,505.0,1053
1330,1147.0,472.0,1170.0,502.0,1053
1940,1235.0,476.0,1265.0,499.0,1053
1930,1085.0,463.0,1104.0,494.0,1053
1940,1380.0,459.0,1402.0,494.0,1053
1940,1169.0,473.0,1203.0,492.0,1053
1570,892.0,460.0,916.0,484.0,1053
1910,1300.0,453.0,1330.0,482.0,1053
1940,1369.0,450.0,1386.0,482.0,1053
1940,1349.0,446.0,1377.0,476.0,1053
1710,1123.0,439.0,1136.0,476.0,1053
1940,1193.0,456.0,1228.0,473.0,1053
1930,928.0,442.0,947.0,470.0,1053
1940,1418.0,429.0,1436.0,462.0,1053
1880,1358.0,426.0,1387.0,458.0,1053
1940,1204.0,434.0,1227.0,458.0,1053
1930,993.0,421.0,1024.0,448.0,1053
1940,1390.0,415.0,1411.0,448.0,1053
1850,1299.0,418.0,1337.0,444.0,1053
1940,1176.0,421.0,1203.0,443.0,1053
1840,946.0,402.0,966.0,438.0,1053
1940,1063.0,415.0,1090.0,437.0,1053
1150,642.0,418.0,669.0,437.0,1053
1820,1473.0,409.0,1491.0,436.0,1053
1910,969.0,416.0,1006.0,435.0,1053
1940,920.0,401.0,943.0,434.0,1053
1940,1340.0,395.0,1354.0,431.0,1053
1940,1013.0,398.0,1038.0,429.0,1053
1910,972.0,384.0,990.0,418.0,1053
1940,863.0,403.0,906.0,416.0,1053
1940,1033.0,384.0,1061.0,409.0,1053
1390,1158.0,381.0,1184.0,404.0,1053
1940,944.0,378.0,968.0,403.0,1053
1940,1256.0,372.0,1273.0,400.0,1053
1180,306.0,360.0,320.0,400.0,1053
1940,1293.0,375.0,1316.0,396.0,1053
1940,1134.0,362.0,1154.0,392.0,1053
1930,1030.0,366.0,1063.0,390.0,1053
1940,1308.0,360.0,1328.0,389.0,1053
1920,1367.0,374.0,1403.0,389.0,1053
1930,1058.0,362.0,1083.0,389.0,1053
1720,905.0,352.0,930.0,388.0,1053
1800,991.0,374.0,1031.0,387.0,1053
1940,1280.0,354.0,1300.0,386.0,1053
1940,1345.0,352.0,1373.0,384.0,1053
1940,1094.0,367.0,1130.0,382.0,1053
1940,1172.0,359.0,1204.0,377.0,1053
1560,997.0,363.0,1030.0,377.0,1053
1940,973.0,340.0,990.0,372.0,1053
1910,1033.0,349.0,1066.0,367.0,1053
1500,1072.0,326.0,1087.0,366.0,1053
1820,1181.0,339.0,1200.0,365.0,1053
1440,1198.0,330.0,1219.0,363.0,1053
1940,1129.0,342.0,1156.0,362.0,1053
1940,1273.0,335.0,1291.0,360.0,1053
1930,1243.0,345.0,1279.0,359.0,1053
1940,1009.0,336.0,1033.0,357.0,1053
1940,1173.0,316.0,1192.0,346.0,1053
1940,1110.0,330.0,1151.0,344.0,1053
1940,1037.0,319.0,1069.0,340.0,1053
1940,1336.0,302.0,1352.0,339.0,1053
1940,1227.0,314.0,1255.0,338.0,1053
1940,1072.0,315.0,1098.0,335.0,1053
1940,1123.0,317.0,1159.0,335.0,1053
1940,1150.0,300.0,1177.0,331.0,1053
1940,1107.0,309.0,1138.0,325.0,1053
1940,1204.0,307.0,1239.0,325.0,1053
1940,1271.0,286.0,1288.0,322.0,1053
1880,1065.0,281.0,1092.0,315.0,1053
1940,1116.0,301.0,1156.0,313.0,1053
1940,1019.0,267.0,1037.0,312.0,1053
1940,1180.0,274.0,1204.0,309.0,1053
1940,1261.0,263.0,1285.0,297.0,1053
1940,1042.0,241.0,1056.0,281.0,1053
1940,1164.0,112.0,1204.0,128.0,1053
