frame,x1,y1,x2,y2,expID
1190,955.0,655.0,976.0,680.0,1045
1640,1097.0,660.0,1118.0,677.0,1045
1640,1030.0,662.0,1062.0,677.0,1045
1640,1003.0,648.0,1020.0,676.0,1045
1570,1024.0,646.0,1041.0,669.0,1045
1640,1206.0,649.0,1234.0,668.0,1045
1630,868.0,652.0,905.0,667.0,1045
1640,1102.0,637.0,1117.0,665.0,1045
1610,1059.0,640.0,1082.0,663.0,1045
1240,1015.0,614.0,1030.0,652.0,1045
1640,1218.0,615.0,1244.0,644.0,1045
1160,909.0,604.0,925.0,635.0,1045
1640,973.0,608.0,989.0,634.0,1045
1640,939.0,601.0,953.0,630.0,1045
1640,1027.0,611.0,1051.0,629.0,1045
1210,855.0,602.0,891.0,625.0,1045
1640,1162.0,607.0,1185.0,625.0,1045
1640,943.0,596.0,971.0,618.0,1045
1640,1053.0,589.0,1081.0,617.0,1045
1250,1002.0,580.0,1020.0,615.0,1045
1540,918.0,586.0,934.0,615.0,1045
1450,828.0,587.0,863.0,609.0,1045
1640,934.0,581.0,951.0,609.0,1045
1580,991.0,550.0,1004.0,608.0,1045
1280,1107.0,593.0,1143.0,607.0,1045
1640,1177.0,585.0,1199.0,602.0,1045
1270,1014.0,572.0,1037.0,599.0,1045
1640,1043.0,574.0,1061.0,598.0,1045
1640,893.0,570.0,924.0,596.0,1045
1530,946.0,558.0,957.0,591.0,1045
1640,1090.0,572.0,1125.0,587.0,1045
1260,935.0,548.0,951.0,587.0,1045
1640,1048.0,566.0,1078.0,586.0,1045
1640,880.0,556.0,899.0,585.0,1045
1640,1227.0,557.0,1256.0,583.0,1045
1640,919.0,544.0,935.0,579.0,1045
1640,1006.0,561.0,1043.0,579.0,1045
1590,1555.0,541.0,1576.0,578.0,1045
1610,1070.0,563.0,1103.0,577.0,1045
1580,967.0,542.0,986.0,574.0,1045
920,1304.0,547.0,1327.0,571.0,1045
1640,845.0,520.0,867.0,569.0,1045
1640,1110.0,543.0,1129.0,567.0,1045
1640,1216.0,535.0,1231.0,564.0,1045
1640,894.0,540.0,927.0,564.0,1045
1640,1182.0,542.0,1208.0,562.0,1045
1640,830.0,529.0,850.0,559.0,1045
1640,1278.0,517.0,1296.0,557.0,1045
1640,1333.0,524.0,1347.0,556.0,1045
1640,975.0,525.0,1000.0,554.0,1045
1640,1013.0,528.0,1029.0,554.0,1045
1630,1145.0,515.0,1170.0,544.0,1045
1640,944.0,515.0,959.0,544.0,1045
1640,1044.0,519.0,1071.0,541.0,1045
1380,881.0,513.0,897.0,540.0,1045
1540,909.0,506.0,929.0,538.0,1045
1640,1031.0,511.0,1051.0,536.0,1045
1590,962.0,505.0,978.0,534.0,1045
1640,812.0,501.0,835.0,534.0,1045
1640,1121.0,509.0,1141.0,532.0,1045
1010,845.0,508.0,878.0,528.0,1045
1580,924.0,496.0,946.0,527.0,1045
1080,992.0,503.0,1014.0,527.0,1045
1580,1102.0,500.0,1134.0,520.0,1045
1260,863.0,482.0,885.0,518.0,1045
1500,1018.0,498.0,1035.0,517.0,1045
1640,951.0,492.0,981.0,514.0,1045
1600,806.0,460.0,822.0,513.0,1045
1280,884.0,479.0,902.0,510.0,1045
1640,1121.0,492.0,1153.0,509.0,1045
1640,1028.0,471.0,1047.0,507.0,1045
1640,1283.0,484.0,1299.0,507.0,1045
1640,824.0,474.0,844.0,507.0,1045
1640,998.0,479.0,1024.0,501.0,1045
910,1249.0,478.0,1275.0,501.0,1045
1640,842.0,459.0,857.0,500.0,1045
1630,930.0,463.0,944.0,494.0,1045
1580,912.0,470.0,932.0,493.0,1045
1410,1119.0,478.0,1154.0,490.0,1045
1640,894.0,453.0,913.0,484.0,1045
1640,1137.0,449.0,1153.0,482.0,1045
1500,820.0,442.0,835.0,480.0,1045
1640,1322.0,443.0,1335.0,479.0,1045
1640,1012.0,453.0,1031.0,476.0,1045
1640,1300.0,436.0,1316.0,476.0,1045
1460,942.0,451.0,972.0,470.0,1045
1640,1345.0,447.0,1375.0,470.0,1045
1640,967.0,442.0,984.0,470.0,1045
1410,1192.0,451.0,1219.0,465.0,1045
1040,1035.0,449.0,1073.0,464.0,1045
1620,1288.0,440.0,1301.0,463.0,1045
1410,1084.0,432.0,1112.0,461.0,1045
1640,1115.0,413.0,1129.0,457.0,1045
1570,936.0,418.0,951.0,453.0,1045
1630,914.0,425.0,931.0,452.0,1045
1490,821.0,431.0,858.0,452.0,1045
1110,1000.0,417.0,1012.0,448.0,1045
1640,871.0,401.0,888.0,440.0,1045
1420,1022.0,424.0,1054.0,440.0,1045
1640,1369.0,403.0,1387.0,438.0,1045
False,819.0,406.0,845.0,438.0,1045
1560,1009.0,408.0,1037.0,431.0,1045
1640,1049.0,405.0,1082.0,424.0,1045
1640,1335.0,405.0,1364.0,418.0,1045
1610,1041.0,388.0,1054.0,416.0,1045
900,912.0,399.0,945.0,416.0,1045
1590,1031.0,380.0,1043.0,415.0,1045
1500,1260.0,385.0,1285.0,414.0,1045
1640,972.0,392.0,992.0,412.0,1045
1640,862.0,394.0,901.0,411.0,1045
1520,888.0,362.0,904.0,405.0,1045
1520,957.0,370.0,975.0,404.0,1045
1550,943.0,367.0,956.0,403.0,1045
1640,1014.0,383.0,1037.0,402.0,1045
1640,906.0,370.0,927.0,402.0,1045
1640,996.0,359.0,1026.0,399.0,1045
1290,977.0,362.0,996.0,398.0,1045
1640,930.0,359.0,945.0,395.0,1045
1200,841.0,357.0,866.0,388.0,1045
1630,1026.0,363.0,1046.0,385.0,1045
1580,859.0,352.0,881.0,385.0,1045
1520,907.0,336.0,936.0,381.0,1045
940,1499.0,341.0,1513.0,378.0,1045
1640,941.0,351.0,968.0,374.0,1045
1060,981.0,347.0,1005.0,372.0,1045
1640,1003.0,340.0,1019.0,363.0,1045
1640,947.0,325.0,962.0,358.0,1045
1640,959.0,327.0,974.0,357.0,1045
1640,1049.0,331.0,1079.0,352.0,1045
1630,926.0,312.0,944.0,349.0,1045
1640,974.0,313.0,993.0,347.0,1045
1640,874.0,330.0,910.0,344.0,1045
1320,1005.0,311.0,1040.0,333.0,1045
1640,917.0,290.0,938.0,333.0,1045
1310,1098.0,292.0,1121.0,319.0,1045
1630,1140.0,296.0,1154.0,319.0,1045
1280,1070.0,293.0,1095.0,315.0,1045
1640,982.0,295.0,1017.0,314.0,1045
1640,943.0,295.0,971.0,311.0,1045
1640,1051.0,270.0,1067.0,307.0,1045
-10,816.0,285.0,859.0,305.0,1045
1590,965.0,280.0,1009.0,298.0,1045
False,638.0,264.0,660.0,298.0,1045
1640,1005.0,277.0,1040.0,294.0,1045
1640,1083.0,255.0,1102.0,281.0,1045
0,646.0,250.0,674.0,280.0,1045
1310,945.0,246.0,985.0,272.0,1045
1640,1081.0,225.0,1095.0,255.0,1045
130,508.0,23.0,546.0,89.0,1045
False,547.0,1.0,607.0,22.0,1045
