frame,x1,y1,x2,y2,expID
2030,1114.0,544.0,1148.0,560.0,1051
1920,264.0,529.0,287.0,560.0,1051
1360,1015.0,531.0,1038.0,559.0,1051
2040,726.0,537.0,769.0,555.0,1051
2020,795.0,527.0,823.0,555.0,1051
1930,1131.0,528.0,1160.0,555.0,1051
2040,1192.0,538.0,1221.0,555.0,1051
2040,1258.0,521.0,1284.0,551.0,1051
2030,1342.0,514.0,1356.0,551.0,1051
1700,901.0,518.0,925.0,547.0,1051
2040,1319.0,512.0,1338.0,545.0,1051
1220,1033.0,521.0,1068.0,542.0,1051
2040,1187.0,505.0,1200.0,540.0,1051
2040,1074.0,499.0,1087.0,538.0,1051
150,1412.0,519.0,1459.0,537.0,1051
2040,971.0,521.0,1006.0,536.0,1051
1650,751.0,519.0,786.0,534.0,1051
2040,1363.0,512.0,1393.0,532.0,1051
1330,1281.0,495.0,1306.0,529.0,1051
2030,1095.0,508.0,1115.0,529.0,1051
1990,1241.0,507.0,1277.0,524.0,1051
2040,920.0,507.0,950.0,523.0,1051
2040,793.0,489.0,822.0,521.0,1051
2040,875.0,493.0,893.0,520.0,1051
2040,1389.0,484.0,1403.0,520.0,1051
False,1421.0,497.0,1462.0,520.0,1051
2040,1084.0,494.0,1112.0,519.0,1051
2040,1054.0,492.0,1076.0,518.0,1051
2040,1166.0,498.0,1199.0,517.0,1051
2040,1346.0,480.0,1359.0,517.0,1051
1410,821.0,488.0,847.0,516.0,1051
2040,1202.0,505.0,1239.0,516.0,1051
1940,1140.0,488.0,1163.0,513.0,1051
2040,1002.0,488.0,1032.0,512.0,1051
2040,918.0,480.0,942.0,511.0,1051
1410,1121.0,485.0,1148.0,510.0,1051
1400,969.0,476.0,987.0,509.0,1051
2040,1193.0,486.0,1218.0,505.0,1051
2040,1037.0,474.0,1059.0,505.0,1051
2040,1213.0,480.0,1242.0,499.0,1051
2040,1283.0,471.0,1305.0,498.0,1051
2020,228.0,460.0,247.0,498.0,1051
2040,774.0,461.0,798.0,494.0,1051
2040,1010.0,475.0,1043.0,494.0,1051
2040,754.0,455.0,771.0,491.0,1051
2040,1362.0,460.0,1393.0,488.0,1051
2040,924.0,461.0,951.0,486.0,1051
2040,1031.0,452.0,1051.0,485.0,1051
2040,818.0,453.0,839.0,484.0,1051
2010,1296.0,461.0,1326.0,484.0,1051
2040,1326.0,452.0,1347.0,483.0,1051
2040,1167.0,455.0,1190.0,483.0,1051
2010,956.0,452.0,975.0,482.0,1051
2040,1080.0,455.0,1105.0,479.0,1051
1890,941.0,446.0,961.0,475.0,1051
1990,835.0,448.0,868.0,475.0,1051
1380,779.0,453.0,817.0,471.0,1051
2040,1125.0,444.0,1156.0,470.0,1051
2010,1095.0,451.0,1130.0,467.0,1051
1910,1057.0,448.0,1087.0,466.0,1051
1370,978.0,445.0,1011.0,465.0,1051
2040,1051.0,428.0,1067.0,464.0,1051
2020,214.0,431.0,238.0,461.0,1051
1740,922.0,427.0,941.0,461.0,1051
1200,1099.0,423.0,1117.0,458.0,1051
2040,1336.0,428.0,1360.0,456.0,1051
1280,259.0,430.0,285.0,455.0,1051
1570,984.0,420.0,1001.0,454.0,1051
2010,279.0,419.0,294.0,451.0,1051
2040,847.0,429.0,876.0,450.0,1051
2000,1109.0,413.0,1133.0,447.0,1051
False,1404.0,405.0,1435.0,441.0,1051
2040,1069.0,411.0,1093.0,437.0,1051
1740,1007.0,412.0,1038.0,437.0,1051
1860,1183.0,422.0,1216.0,435.0,1051
1780,237.0,398.0,252.0,435.0,1051
720,1349.0,398.0,1409.0,433.0,1051
2040,1031.0,403.0,1052.0,430.0,1051
2040,860.0,404.0,883.0,429.0,1051
2030,1135.0,401.0,1155.0,425.0,1051
1540,927.0,408.0,962.0,423.0,1051
2040,1168.0,404.0,1200.0,420.0,1051
2040,1020.0,381.0,1033.0,419.0,1051
1990,1101.0,401.0,1132.0,417.0,1051
2010,952.0,397.0,981.0,416.0,1051
2040,856.0,383.0,872.0,415.0,1051
2040,1321.0,398.0,1356.0,413.0,1051
2040,1253.0,375.0,1268.0,402.0,1051
2040,1358.0,362.0,1369.0,400.0,1051
1970,1060.0,387.0,1094.0,400.0,1051
2040,1311.0,379.0,1328.0,398.0,1051
1710,953.0,383.0,988.0,397.0,1051
2030,840.0,359.0,862.0,395.0,1051
2040,869.0,361.0,885.0,395.0,1051
2030,1103.0,374.0,1135.0,393.0,1051
2040,1337.0,367.0,1359.0,392.0,1051
2010,994.0,373.0,1031.0,388.0,1051
2030,887.0,360.0,901.0,387.0,1051
2040,1075.0,352.0,1091.0,385.0,1051
2040,1253.0,361.0,1280.0,385.0,1051
1550,944.0,353.0,978.0,383.0,1051
2040,1323.0,343.0,1343.0,377.0,1051
2040,904.0,349.0,926.0,376.0,1051
2040,1185.0,344.0,1205.0,374.0,1051
2040,1120.0,354.0,1152.0,372.0,1051
2040,1300.0,341.0,1319.0,368.0,1051
2040,1290.0,326.0,1306.0,367.0,1051
2040,918.0,320.0,933.0,355.0,1051
2040,1357.0,319.0,1376.0,354.0,1051
2030,1233.0,308.0,1251.0,353.0,1051
2040,1382.0,318.0,1404.0,353.0,1051
2040,958.0,331.0,980.0,351.0,1051
1980,1161.0,311.0,1179.0,348.0,1051
2040,1301.0,329.0,1342.0,342.0,1051
2040,1287.0,309.0,1314.0,338.0,1051
1440,971.0,312.0,992.0,332.0,1051
1710,1175.0,305.0,1201.0,331.0,1051
2000,1071.0,307.0,1110.0,324.0,1051
1370,1024.0,296.0,1044.0,321.0,1051
2040,1119.0,300.0,1149.0,315.0,1051
1460,1065.0,282.0,1089.0,314.0,1051
2040,1234.0,292.0,1269.0,312.0,1051
710,1440.0,276.0,1465.0,308.0,1051
2040,975.0,279.0,999.0,307.0,1051
2040,1135.0,288.0,1163.0,307.0,1051
1480,1175.0,280.0,1197.0,306.0,1051
1860,815.0,280.0,854.0,305.0,1051
2040,1217.0,280.0,1245.0,305.0,1051
2040,1270.0,267.0,1298.0,297.0,1051
2040,1188.0,260.0,1207.0,294.0,1051
1920,1159.0,271.0,1189.0,290.0,1051
2040,1029.0,267.0,1052.0,290.0,1051
2040,1204.0,270.0,1229.0,288.0,1051
2040,1290.0,250.0,1307.0,281.0,1051
2040,1042.0,262.0,1076.0,274.0,1051
2040,854.0,259.0,895.0,273.0,1051
2040,1114.0,256.0,1142.0,271.0,1051
2040,1305.0,229.0,1321.0,265.0,1051
2040,1177.0,225.0,1191.0,261.0,1051
2040,1215.0,229.0,1233.0,260.0,1051
1340,773.0,217.0,789.0,246.0,1051
2010,1104.0,193.0,1143.0,238.0,1051
