frame,x1,y1,x2,y2,expID
1590,1419.0,369.0,1432.0,412.0,1049
1890,915.0,379.0,941.0,406.0,1049
1940,1573.0,355.0,1588.0,395.0,1049
1180,869.0,358.0,884.0,392.0,1049
410,784.0,354.0,809.0,391.0,1049
1940,1119.0,378.0,1158.0,391.0,1049
1340,995.0,360.0,1020.0,388.0,1049
1520,831.0,351.0,859.0,377.0,1049
1940,1232.0,364.0,1270.0,377.0,1049
1370,1560.0,332.0,1573.0,376.0,1049
1930,1090.0,359.0,1128.0,374.0,1049
1940,965.0,346.0,996.0,370.0,1049
1940,1239.0,349.0,1280.0,369.0,1049
1940,1316.0,325.0,1336.0,364.0,1049
1940,1165.0,325.0,1181.0,364.0,1049
1720,1084.0,338.0,1116.0,363.0,1049
920,909.0,344.0,947.0,359.0,1049
1940,828.0,336.0,852.0,356.0,1049
1640,1390.0,320.0,1408.0,354.0,1049
-10,1550.0,302.0,1566.0,345.0,1049
630,799.0,296.0,818.0,344.0,1049
1940,1263.0,309.0,1280.0,340.0,1049
1940,1053.0,302.0,1069.0,339.0,1049
1510,1118.0,300.0,1140.0,337.0,1049
1410,856.0,313.0,889.0,336.0,1049
1940,1320.0,308.0,1350.0,332.0,1049
1410,880.0,320.0,915.0,332.0,1049
1940,1150.0,295.0,1174.0,328.0,1049
1940,1306.0,283.0,1317.0,321.0,1049
1940,1276.0,281.0,1292.0,316.0,1049
1180,896.0,284.0,923.0,313.0,1049
1940,1085.0,279.0,1099.0,310.0,1049
1610,1230.0,283.0,1252.0,309.0,1049
1120,1362.0,279.0,1393.0,306.0,1049
1930,1112.0,280.0,1141.0,301.0,1049
900,962.0,266.0,986.0,300.0,1049
1940,1310.0,273.0,1333.0,299.0,1049
1920,1207.0,265.0,1235.0,291.0,1049
1940,1326.0,257.0,1361.0,284.0,1049
1880,1097.0,258.0,1124.0,284.0,1049
1930,1058.0,250.0,1080.0,282.0,1049
1820,893.0,251.0,921.0,273.0,1049
1200,927.0,257.0,962.0,271.0,1049
1940,1245.0,247.0,1272.0,270.0,1049
1940,1288.0,251.0,1329.0,267.0,1049
800,895.0,237.0,933.0,255.0,1049
1940,1017.0,242.0,1056.0,253.0,1049
1940,1106.0,233.0,1144.0,251.0,1049
1460,1223.0,224.0,1246.0,250.0,1049
1390,1178.0,226.0,1210.0,246.0,1049
1940,1129.0,217.0,1156.0,246.0,1049
1870,934.0,219.0,967.0,237.0,1049
430,892.0,219.0,932.0,237.0,1049
1130,1012.0,210.0,1043.0,229.0,1049
50,1462.0,205.0,1506.0,224.0,1049
1380,1186.0,191.0,1210.0,223.0,1049
1940,1150.0,209.0,1183.0,222.0,1049
1660,1131.0,187.0,1154.0,221.0,1049
1290,1239.0,197.0,1265.0,216.0,1049
1360,1058.0,195.0,1093.0,211.0,1049
1350,1003.0,184.0,1034.0,209.0,1049
1360,1096.0,172.0,1117.0,208.0,1049
1660,1149.0,178.0,1182.0,207.0,1049
1940,1344.0,186.0,1359.0,202.0,1049
1350,1109.0,176.0,1141.0,201.0,1049
1350,1052.0,158.0,1068.0,201.0,1049
1350,1023.0,179.0,1052.0,198.0,1049
1010,903.0,171.0,943.0,196.0,1049
1490,1186.0,176.0,1219.0,194.0,1049
1410,1128.0,172.0,1164.0,190.0,1049
1350,1466.0,169.0,1484.0,188.0,1049
1370,996.0,167.0,1043.0,188.0,1049
1360,1082.0,157.0,1116.0,168.0,1049
1520,1409.0,147.0,1427.0,168.0,1049
90,1309.0,112.0,1329.0,164.0,1049
1940,1131.0,152.0,1162.0,164.0,1049
1160,958.0,139.0,998.0,163.0,1049
1860,1072.0,145.0,1131.0,162.0,1049
1940,1333.0,127.0,1355.0,158.0,1049
100,1384.0,119.0,1402.0,157.0,1049
1940,1341.0,119.0,1380.0,136.0,1049
90,1055.0,95.0,1074.0,132.0,1049
430,1259.0,91.0,1281.0,130.0,1049
1940,1276.0,84.0,1303.0,115.0,1049
False,1337.0,80.0,1356.0,115.0,1049
1940,1234.0,79.0,1258.0,107.0,1049
1450,980.0,71.0,1018.0,105.0,1049
1940,1256.0,67.0,1273.0,103.0,1049
1070,1232.0,49.0,1248.0,84.0,1049
800,1198.0,47.0,1228.0,80.0,1049
340,1010.0,58.0,1055.0,79.0,1049
1880,1137.0,29.0,1163.0,44.0,1049
