1.0,1278,749,29,27,worm
1.0,1190,689,36,19,worm
1.0,1380,576,17,35,worm
1.0,1018,573,29,24,worm
1.0,965,533,31,30,worm
1.0,793,522,26,32,worm
1.0,890,517,18,34,worm
1.0,1406,493,24,24,worm
1.0,1104,458,20,20,worm
1.0,975,369,14,40,worm
1.0,1042,382,19,25,worm
1.0,894,336,25,31,worm
1.0,1305,336,25,16,worm
1.0,1060,253,29,25,worm
1.0,1156,247,25,26,worm
2.0,1027,697,32,29,worm
2.0,1022,658,14,34,worm
2.0,1176,654,22,29,worm
2.0,1232,614,38,16,worm
2.0,1135,501,30,18,worm
2.0,1083,496,31,22,worm
2.0,1084,470,35,14,worm
2.0,1154,400,23,32,worm
2.0,1335,379,16,36,worm
2.0,1258,382,20,20,worm
2.0,1051,355,21,31,worm
2.0,1153,336,18,35,worm
2.0,1023,315,34,15,worm
2.0,1114,248,29,23,worm
2.0,1356,242,41,16,worm
3.0,1208,760,12,42,worm
3.0,1332,690,16,37,worm
3.0,1257,691,15,32,worm
3.0,1345,613,32,27,worm
3.0,1049,555,22,25,worm
3.0,1077,546,21,28,worm
3.0,1231,526,16,28,worm
3.0,939,503,28,16,worm
3.0,1348,472,18,33,worm
3.0,996,473,26,23,worm
3.0,853,451,20,30,worm
3.0,962,281,16,34,worm
3.0,908,269,29,29,worm
3.0,1098,238,35,16,worm
3.0,1032,85,34,20,worm
4.0,1023,696,15,33,worm
4.0,1113,661,39,13,worm
4.0,1196,574,13,28,worm
4.0,1206,555,21,22,worm
4.0,949,465,16,39,worm
4.0,1252,465,23,24,worm
4.0,1382,444,20,40,worm
4.0,1093,444,31,28,worm
4.0,1177,328,34,16,worm
4.0,986,283,34,11,worm
4.0,1022,252,38,16,worm
4.0,1207,202,13,38,worm
5.0,1207,732,21,35,worm
5.0,975,682,25,26,worm
5.0,910,596,28,20,worm
5.0,1222,497,17,33,worm
5.0,638,510,66,13,worm
5.0,1236,485,31,23,worm
5.0,1352,394,43,68,worm
5.0,1200,386,29,21,worm
5.0,1249,330,38,20,worm
5.0,992,311,36,19,worm
5.0,1192,259,23,26,worm
5.0,971,220,28,35,worm
6.0,1097,769,33,15,worm
6.0,1368,688,31,23,worm
6.0,982,660,18,19,worm
6.0,999,638,26,23,worm
6.0,911,600,17,28,worm
6.0,977,541,22,22,worm
6.0,1356,502,14,41,worm
6.0,1064,376,13,37,worm
6.0,1273,371,17,29,worm
6.0,1229,358,18,34,worm
6.0,1289,366,21,25,worm
6.0,1166,355,35,23,worm
6.0,1362,331,41,18,worm
6.0,934,302,26,25,worm
6.0,1047,289,34,19,worm
6.0,1178,276,37,22,worm
6.0,1240,241,46,13,worm
6.0,1253,136,29,30,worm
7.0,1059,782,42,19,worm
7.0,965,739,32,23,worm
7.0,1184,714,34,11,worm
7.0,1177,677,27,23,worm
7.0,1378,590,22,25,worm
7.0,1235,551,34,20,worm
7.0,1292,516,33,22,worm
7.0,1147,423,18,35,worm
7.0,1027,403,26,33,worm
7.0,931,340,22,32,worm
7.0,995,320,30,33,worm
7.0,1256,318,33,18,worm
7.0,1269,254,42,11,worm
7.0,1004,38,22,34,worm
8.0,1365,769,28,33,worm
8.0,1239,759,28,18,worm
8.0,1142,721,30,21,worm
8.0,1315,630,14,32,worm
8.0,1305,550,17,32,worm
8.0,880,508,26,29,worm
8.0,1343,507,26,28,worm
8.0,953,467,25,24,worm
8.0,1335,455,18,35,worm
8.0,1113,457,28,22,worm
8.0,857,455,29,21,worm
8.0,1354,379,26,33,worm
8.0,1112,386,42,13,worm
8.0,992,320,23,24,worm
8.0,953,287,32,21,worm
9.0,1129,771,34,22,worm
9.0,1043,741,29,28,worm
9.0,1231,599,28,29,worm
9.0,991,596,37,26,worm
9.0,916,584,23,26,worm
9.0,1070,575,32,15,worm
9.0,998,553,24,33,worm
9.0,1329,349,41,17,worm
9.0,1279,314,18,33,worm
9.0,1247,286,16,38,worm
9.0,1298,275,10,38,worm
9.0,1229,273,18,30,worm
9.0,1097,248,21,28,worm
9.0,1253,223,38,16,worm
10.0,1279,723,21,24,worm
10.0,1352,632,27,29,worm
10.0,1364,590,36,27,worm
10.0,1055,582,36,11,worm
10.0,1344,548,18,32,worm
10.0,1162,553,27,24,worm
10.0,639,510,63,13,worm
10.0,1348,456,21,30,worm
10.0,1228,395,33,13,worm
10.0,1185,372,14,33,worm
10.0,1022,361,17,36,worm
10.0,1342,370,26,23,worm
10.0,1227,272,20,32,worm
10.0,1258,282,30,22,worm
10.0,1000,274,33,24,worm
10.0,1157,279,29,18,worm
10.0,1027,249,38,15,worm
11.0,1274,729,27,24,worm
11.0,1377,647,31,13,worm
11.0,948,556,13,36,worm
11.0,1125,514,22,32,worm
11.0,637,510,68,13,worm
11.0,1389,491,32,24,worm
11.0,1263,484,28,24,worm
11.0,1118,493,32,13,worm
11.0,936,472,33,21,worm
11.0,854,397,31,31,worm
11.0,1390,355,14,39,worm
11.0,668,265,36,14,worm
11.0,1169,236,30,26,worm
11.0,727,220,18,37,worm
11.0,1273,208,23,34,worm
12.0,1055,787,33,12,worm
12.0,1125,765,19,24,worm
12.0,1208,758,27,18,worm
12.0,1138,756,34,13,worm
12.0,1103,730,34,17,worm
12.0,959,673,23,35,worm
12.0,1080,670,17,31,worm
12.0,1339,629,20,41,worm
12.0,882,627,37,28,worm
12.0,1379,524,19,37,worm
12.0,1295,490,22,38,worm
12.0,1034,481,32,27,worm
12.0,840,467,21,36,worm
12.0,1346,434,36,15,worm
12.0,1213,364,20,26,worm
12.0,922,359,30,19,worm
12.0,910,337,25,24,worm
12.0,1110,295,23,34,worm
12.0,1295,268,19,36,worm
12.0,1119,251,23,28,worm
12.0,1142,247,30,15,worm
13.0,1215,834,24,30,worm
13.0,1130,778,36,16,worm
13.0,1339,533,29,21,worm
13.0,856,534,35,14,worm
13.0,1446,513,23,34,worm
13.0,944,504,15,36,worm
13.0,639,509,63,14,worm
13.0,1300,467,21,32,worm
13.0,956,428,11,35,worm
13.0,914,376,34,23,worm
13.0,1265,331,25,23,worm
13.0,1270,295,18,29,worm
13.0,1067,283,27,24,worm
13.0,1155,275,20,29,worm
13.0,1010,248,28,25,worm
13.0,1075,248,34,18,worm
14.0,1260,745,17,36,worm
14.0,1034,696,38,19,worm
14.0,1276,655,17,29,worm
14.0,1151,649,21,31,worm
14.0,1299,593,20,34,worm
14.0,1331,598,33,24,worm
14.0,1357,527,17,34,worm
14.0,1294,529,26,31,worm
14.0,865,524,21,31,worm
14.0,639,510,64,14,worm
14.0,932,447,23,25,worm
14.0,903,380,38,19,worm
14.0,854,355,30,27,worm
14.0,892,343,27,23,worm
14.0,1259,274,15,39,worm
14.0,1006,271,27,29,worm
14.0,988,210,14,45,worm
14.0,1089,216,26,27,worm
15.0,1049,784,36,12,worm
15.0,1248,747,25,28,worm
15.0,918,751,39,12,worm
15.0,1342,644,13,37,worm
15.0,870,621,21,29,worm
15.0,1331,612,37,26,worm
15.0,1378,573,16,33,worm
15.0,1069,538,16,35,worm
15.0,1418,533,37,22,worm
15.0,1045,516,39,15,worm
15.0,1420,484,39,23,worm
15.0,1377,450,14,43,worm
15.0,1293,434,32,23,worm
15.0,852,422,30,25,worm
15.0,951,304,19,31,worm
15.0,1256,289,28,24,worm
15.0,966,278,20,26,worm
15.0,1009,261,33,19,worm
15.0,1052,247,25,18,worm
15.0,1093,250,39,12,worm
15.0,1174,244,40,17,worm
16.0,1032,814,34,20,worm
16.0,1100,658,32,26,worm
16.0,1226,569,27,31,worm
16.0,918,509,20,23,worm
16.0,1037,510,33,18,worm
16.0,638,510,65,13,worm
16.0,1302,500,24,23,worm
16.0,1059,491,34,16,worm
16.0,1357,466,25,27,worm
16.0,1322,387,23,33,worm
16.0,1252,378,27,25,worm
16.0,882,374,26,21,worm
16.0,1212,349,20,30,worm
16.0,963,343,35,19,worm
16.0,960,281,14,28,worm
16.0,1022,269,36,16,worm
16.0,1086,259,33,23,worm
16.0,1188,262,33,20,worm
17.0,1220,633,16,33,worm
17.0,876,591,17,36,worm
17.0,973,573,17,35,worm
17.0,1225,555,14,35,worm
17.0,1005,545,23,30,worm
17.0,1392,524,15,44,worm
17.0,1313,517,14,44,worm
17.0,943,493,18,35,worm
17.0,1047,492,22,30,worm
17.0,1399,463,35,19,worm
17.0,1291,422,47,43,worm
17.0,889,358,17,33,worm
17.0,1224,289,33,17,worm
17.0,1078,286,35,13,worm
17.0,1176,275,28,23,worm
17.0,979,279,37,11,worm
17.0,1121,250,39,22,worm
18.0,923,697,28,24,worm
18.0,1271,662,23,21,worm
18.0,981,574,13,29,worm
18.0,1130,545,20,29,worm
18.0,1229,523,18,37,worm
18.0,962,488,14,37,worm
18.0,1233,483,14,34,worm
18.0,1192,480,26,30,worm
18.0,1066,472,21,34,worm
18.0,1390,454,14,36,worm
18.0,1265,446,27,27,worm
18.0,1082,420,18,41,worm
18.0,1346,407,13,33,worm
18.0,1709,320,20,46,worm
18.0,1092,324,18,31,worm
18.0,1198,319,39,24,worm
18.0,992,331,37,12,worm
18.0,1110,285,34,14,worm
18.0,1165,257,40,15,worm
19.0,1256,649,21,25,worm
19.0,1020,656,34,16,worm
19.0,1049,549,18,29,worm
19.0,980,559,36,14,worm
19.0,1248,550,37,15,worm
19.0,1215,487,17,31,worm
19.0,1156,468,26,19,worm
19.0,985,453,27,27,worm
19.0,1102,451,30,19,worm
19.0,1375,422,18,39,worm
19.0,1189,440,32,19,worm
19.0,870,427,15,32,worm
19.0,1261,416,14,38,worm
19.0,1251,380,27,29,worm
19.0,1345,374,30,24,worm
19.0,1080,343,35,22,worm
19.0,1008,310,27,26,worm
19.0,1177,289,17,31,worm
19.0,1240,286,17,32,worm
20.0,1252,737,30,18,worm
20.0,977,525,19,37,worm
20.0,1115,507,31,21,worm
20.0,638,510,65,13,worm
20.0,1389,469,22,40,worm
20.0,1026,464,19,34,worm
20.0,1131,476,32,19,worm
20.0,1166,459,28,26,worm
20.0,1338,398,12,37,worm
20.0,902,407,41,20,worm
20.0,1089,411,37,12,worm
20.0,988,390,34,19,worm
20.0,1357,377,27,31,worm
20.0,1229,337,35,55,worm
20.0,1114,336,35,19,worm
20.0,991,332,39,17,worm
20.0,1211,309,22,23,worm
21.0,1318,862,15,44,worm
21.0,1148,573,26,25,worm
21.0,1041,575,32,14,worm
21.0,1240,550,40,25,worm
21.0,1072,511,16,27,worm
21.0,1130,511,30,14,worm
21.0,1354,479,22,32,worm
21.0,1087,490,39,17,worm
21.0,1001,440,20,31,worm
21.0,1293,435,16,35,worm
21.0,1023,368,15,31,worm
21.0,991,356,27,28,worm
21.0,1232,342,21,28,worm
21.0,938,334,36,14,worm
