1.0,1074,765,35,23,worm
1.0,1189,749,35,16,worm
1.0,1274,507,16,33,worm
1.0,1043,512,31,21,worm
1.0,851,464,18,30,worm
1.0,978,425,30,28,worm
1.0,986,301,15,38,worm
1.0,1223,322,36,17,worm
2.0,933,876,38,36,worm
2.0,997,751,17,36,worm
2.0,1217,741,33,14,worm
2.0,731,654,25,45,worm
2.0,1042,631,21,30,worm
2.0,1087,465,21,30,worm
2.0,1361,458,16,37,worm
2.0,1038,454,31,14,worm
2.0,1130,427,13,32,worm
2.0,949,337,36,20,worm
2.0,874,297,39,10,worm
2.0,1056,268,27,28,worm
2.0,981,280,35,12,worm
2.0,1032,254,19,25,worm
3.0,1147,756,31,21,worm
3.0,1064,746,35,17,worm
3.0,682,712,38,19,worm
3.0,907,673,17,30,worm
3.0,1151,624,28,22,worm
3.0,1178,574,13,26,worm
3.0,1132,557,15,32,worm
3.0,1092,545,24,30,worm
3.0,1075,495,33,19,worm
3.0,963,493,37,16,worm
3.0,805,432,37,25,worm
3.0,1112,413,15,35,worm
3.0,1365,415,32,16,worm
3.0,1161,365,34,19,worm
3.0,848,368,34,15,worm
4.0,1086,722,32,16,worm
4.0,1224,664,23,23,worm
4.0,1223,622,21,21,worm
4.0,876,603,15,37,worm
4.0,790,611,31,28,worm
4.0,1095,613,31,14,worm
4.0,1011,562,14,32,worm
4.0,1311,544,14,31,worm
4.0,1094,503,17,27,worm
4.0,934,444,26,32,worm
4.0,879,447,31,20,worm
4.0,1510,399,40,18,worm
4.0,963,341,36,21,worm
4.0,1280,305,19,33,worm
4.0,1070,283,29,22,worm
4.0,1043,242,40,13,worm
4.0,1161,196,16,39,worm
4.0,1206,202,18,24,worm
5.0,1163,826,28,30,worm
5.0,1264,687,23,21,worm
5.0,850,577,13,34,worm
5.0,1088,530,24,25,worm
5.0,629,496,16,46,worm
5.0,1343,486,24,35,worm
5.0,987,481,31,26,worm
5.0,1095,452,14,28,worm
5.0,767,431,33,15,worm
5.0,935,268,25,36,worm
5.0,876,273,31,18,worm
5.0,1173,236,30,19,worm
5.0,1048,179,39,14,worm
6.0,777,1033,49,28,worm
6.0,1119,809,42,13,worm
6.0,1215,758,41,28,worm
6.0,1113,751,33,14,worm
6.0,862,625,24,21,worm
6.0,1356,493,17,27,worm
6.0,776,488,32,26,worm
6.0,685,489,24,24,worm
6.0,974,463,14,33,worm
6.0,1120,419,36,18,worm
6.0,893,383,13,35,worm
6.0,1165,379,31,16,worm
6.0,733,322,16,37,worm
6.0,939,319,18,29,worm
6.0,1058,245,32,15,worm
6.0,1042,200,13,37,worm
6.0,1443,204,28,20,worm
7.0,853,913,25,28,worm
7.0,939,648,15,33,worm
7.0,748,647,37,17,worm
7.0,1062,601,34,14,worm
7.0,1041,556,12,38,worm
7.0,866,567,29,22,worm
7.0,1286,530,17,36,worm
7.0,989,532,29,27,worm
7.0,1288,489,26,20,worm
7.0,1181,428,13,33,worm
7.0,863,429,19,23,worm
7.0,881,371,15,36,worm
7.0,1191,299,17,29,worm
7.0,1518,298,27,23,worm
7.0,1145,267,36,20,worm
7.0,1053,249,31,22,worm
7.0,1109,240,27,17,worm
7.0,1182,237,48,13,worm
8.0,1048,758,20,43,worm
8.0,1242,681,28,21,worm
8.0,1014,637,12,36,worm
8.0,857,603,27,13,worm
8.0,1017,529,27,31,worm
8.0,980,491,15,30,worm
8.0,1293,396,29,21,worm
8.0,1354,381,24,35,worm
8.0,1012,377,18,29,worm
8.0,892,378,25,23,worm
8.0,1255,353,28,18,worm
8.0,1070,344,30,20,worm
8.0,1151,328,25,30,worm
8.0,1299,321,21,17,worm
8.0,999,293,32,22,worm
8.0,1074,262,33,25,worm
9.0,1086,776,33,20,worm
9.0,959,733,25,26,worm
9.0,1141,720,13,34,worm
9.0,861,605,27,25,worm
9.0,806,584,39,11,worm
9.0,1374,536,15,38,worm
9.0,1347,488,14,34,worm
9.0,1417,449,28,27,worm
9.0,1289,411,26,24,worm
9.0,977,399,23,22,worm
9.0,905,392,37,17,worm
9.0,1232,316,22,22,worm
9.0,1002,271,20,36,worm
9.0,1266,281,21,24,worm
9.0,1079,264,31,25,worm
9.0,999,234,16,37,worm
9.0,959,234,16,31,worm
9.0,1082,247,33,12,worm
9.0,1126,242,34,12,worm
9.0,999,193,29,25,worm
10.0,1037,776,35,11,worm
10.0,1124,744,17,23,worm
10.0,900,704,36,18,worm
10.0,1032,700,39,17,worm
10.0,1343,607,21,31,worm
10.0,876,604,13,33,worm
10.0,1323,601,20,29,worm
10.0,1063,558,41,14,worm
10.0,1247,530,40,16,worm
10.0,874,380,20,30,worm
10.0,969,336,36,16,worm
10.0,1031,310,35,14,worm
10.0,1011,263,12,34,worm
10.0,1251,248,40,33,worm
10.0,957,130,46,16,worm
11.0,1215,740,39,16,worm
11.0,966,727,34,22,worm
11.0,1128,710,18,32,worm
11.0,1040,712,25,14,worm
11.0,1015,691,24,26,worm
11.0,892,653,15,34,worm
11.0,851,578,23,65,worm
11.0,1368,549,17,37,worm
11.0,1364,498,19,37,worm
11.0,1105,463,17,32,worm
11.0,1144,467,26,22,worm
11.0,1356,453,27,28,worm
11.0,1281,428,13,37,worm
11.0,1335,415,18,33,worm
11.0,957,235,30,24,worm
11.0,1255,226,27,32,worm
12.0,1071,773,30,19,worm
12.0,1095,744,24,32,worm
12.0,943,726,35,16,worm
12.0,1323,661,34,19,worm
12.0,883,640,15,40,worm
12.0,1039,632,19,35,worm
12.0,909,595,16,36,worm
12.0,864,500,18,34,worm
12.0,878,447,13,44,worm
12.0,1167,426,18,30,worm
12.0,1072,417,17,33,worm
12.0,952,408,34,21,worm
12.0,1301,369,20,34,worm
12.0,1324,365,18,37,worm
12.0,1242,310,30,24,worm
12.0,1312,317,42,13,worm
12.0,1188,235,34,21,worm
12.0,1178,199,37,23,worm
13.0,1051,778,45,14,worm
13.0,989,743,40,16,worm
13.0,889,678,32,27,worm
13.0,880,641,20,26,worm
13.0,896,619,31,20,worm
13.0,1142,601,36,14,worm
13.0,851,472,30,22,worm
13.0,1211,453,17,25,worm
13.0,846,443,19,26,worm
13.0,1174,441,31,19,worm
13.0,1348,405,21,36,worm
13.0,894,399,14,35,worm
13.0,1318,362,41,14,worm
13.0,1225,343,17,31,worm
13.0,1083,357,32,15,worm
13.0,1266,269,16,30,worm
13.0,1192,250,40,19,worm
14.0,912,882,28,24,worm
14.0,1012,749,29,26,worm
14.0,1195,740,26,22,worm
14.0,950,732,34,20,worm
14.0,915,715,31,25,worm
14.0,1144,663,30,25,worm
14.0,1017,579,14,34,worm
14.0,1084,581,41,17,worm
14.0,1007,543,16,34,worm
14.0,1034,502,42,18,worm
14.0,1282,474,14,34,worm
14.0,912,442,19,33,worm
14.0,1112,439,39,14,worm
14.0,867,420,38,15,worm
14.0,1146,343,22,22,worm
14.0,1293,310,26,37,worm
14.0,980,282,21,30,worm
14.0,870,255,43,26,worm
15.0,1092,777,36,16,worm
15.0,1038,709,31,15,worm
15.0,1264,695,16,26,worm
15.0,1306,648,18,49,worm
15.0,1338,613,21,14,worm
15.0,1122,589,16,29,worm
15.0,1317,487,19,34,worm
15.0,851,462,17,34,worm
15.0,866,463,30,27,worm
15.0,903,427,27,28,worm
15.0,1540,411,24,35,worm
15.0,1238,375,32,18,worm
15.0,1247,309,17,33,worm
15.0,1002,241,26,34,worm
15.0,1122,244,23,23,worm
15.0,1054,251,30,14,worm
16.0,1052,745,28,22,worm
16.0,992,666,33,16,worm
16.0,1070,649,24,16,worm
16.0,1334,632,19,29,worm
16.0,1149,633,26,21,worm
16.0,1251,524,22,31,worm
16.0,1342,438,27,36,worm
16.0,861,408,18,40,worm
16.0,1123,401,25,32,worm
16.0,896,402,17,30,worm
16.0,1222,350,24,30,worm
16.0,1169,319,36,13,worm
16.0,882,306,39,14,worm
16.0,1062,269,35,14,worm
16.0,1220,254,36,12,worm
17.0,1020,734,14,36,worm
17.0,1054,741,35,20,worm
17.0,994,680,28,23,worm
17.0,1310,660,23,32,worm
17.0,1030,646,23,29,worm
17.0,829,617,18,32,worm
17.0,1324,605,17,32,worm
17.0,1258,509,19,40,worm
17.0,1375,488,16,41,worm
17.0,875,464,19,31,worm
17.0,1118,436,27,28,worm
17.0,913,422,25,33,worm
17.0,1313,355,34,32,worm
17.0,910,356,23,28,worm
